task,Class_Names,#cPkgClasses,classScope,cIsAbstract,cNestingLevel,#cImports,#cNativeImports,cNativeImportsList,#cInherits,#cImplements
TimeIt,.TimeIt,1.0,public,0.0,0.0,2.0,2.0,"java.lang.management.ManagementFactory,java.lang.management.ThreadMXBean",0.0,0.0
TokenizeStringWithEscaping,.TokenizeStringWithEscaping,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
TonelliShanks,.TonelliShanks,2.0,public,0.0,0.0,5.0,5.0,"java.math.BigInteger,java.util.List,java.util.Map,java.util.function.BiFunction,java.util.function.Function",0.0,0.0
TonelliShanks,.TonelliShanks.Solution,2.0,private,0.0,1.0,5.0,5.0,"java.math.BigInteger,java.util.List,java.util.Map,java.util.function.BiFunction,java.util.function.Function",0.0,0.0
TopologicalSort,.TopologicalSort,2.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
TopologicalSort,.Graph,2.0,default,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
Topswops,.Topswops,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TotalCirclesArea,.TotalCirclesArea,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TotientFunction,.TotientFunction,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TransliterateEnglishTextUsingTheGreekAlphabet,.TransliterateEnglishTextUsingTheGreekAlphabet,1.0,public,0.0,0.0,1.0,1.0,java.util.List,0.0,0.0
Transpose,.Transpose,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
TreeDatastructures,.TreeDatastructures,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TreeNestingLevels,.TreeNestingLevels,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
TreeTraversal,.TreeTraversal,2.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
TreeTraversal,.TreeTraversal.Node,2.0,default,0.0,1.0,1.0,1.0,java.util.*,0.0,0.0
TriangleOverlap,.TriangleOverlap,3.0,public,0.0,0.0,1.0,1.0,java.util.function.BiFunction,0.0,0.0
TriangleOverlap,.TriangleOverlap.Pair,3.0,private,0.0,1.0,1.0,1.0,java.util.function.BiFunction,0.0,0.0
TriangleOverlap,.TriangleOverlap.Triangle,3.0,private,0.0,1.0,1.0,1.0,java.util.function.BiFunction,0.0,0.0
Trig,.Trig,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Trims,.Trims,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Triples,.Triples,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
TropicalAlgebra,.TropicalAlgebra,2.0,public,0.0,0.0,1.0,1.0,java.util.Optional,0.0,0.0
TropicalAlgebra,.Tropical,2.0,default,0.0,0.0,1.0,1.0,java.util.Optional,0.0,0.0
TruncFile,.TruncFile,1.0,public,0.0,0.0,3.0,3.0,"java.io.FileOutputStream,java.io.IOException,java.nio.channels.FileChannel",0.0,0.0
TruthTable,.TruthTable,1.0,public,0.0,0.0,8.0,8.0,"java.util.ArrayList,java.util.HashMap,java.util.Iterator,java.util.LinkedHashSet,java.util.List,java.util.Map,java.util.Set,java.util.Stack",0.0,0.0
TrySort,.TrySort,3.0,public,0.0,0.0,2.0,2.0,"java.util.Collections,java.util.Random",0.0,0.0
TrySort,.TrySort.IntList,3.0,default,0.0,1.0,2.0,2.0,"java.util.Collections,java.util.Random",1.0,0.0
TrySort,.TrySort.ReverseAbsCmp,3.0,default,0.0,1.0,2.0,2.0,"java.util.Collections,java.util.Random",0.0,1.0
TwelveDaysOfChristmas,.TwelveDaysOfChristmas,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TwinPrimes,.TwinPrimes,1.0,public,0.0,0.0,1.0,1.0,java.util.BitSet,0.0,0.0
TwoBulletRoulette,.TwoBulletRoulette,2.0,public,0.0,0.0,2.0,2.0,"java.util.BitSet,java.util.concurrent.ThreadLocalRandom",0.0,0.0
TwoBulletRoulette,.Revolver,2.0,default,0.0,0.0,2.0,2.0,"java.util.BitSet,java.util.concurrent.ThreadLocalRandom",0.0,0.0
TwosComplement,.TwosComplement,1.0,public,0.0,0.0,1.0,1.0,java.util.List,0.0,0.0
UltraUsefulPrimes,.UltraUsefulPrimes,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
UnixLS,rosetta.UnixLS,1.0,public,0.0,0.0,3.0,3.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path",0.0,0.0
UnprimeableNumbers,.UnprimeableNumbers,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
UPC,.UPC,1.0,public,0.0,0.0,6.0,6.0,"java.util.ArrayList,java.util.List,java.util.Map,java.util.function.Consumer,java.util.function.Function,java.util.stream.Collectors",0.0,0.0
UserManager,.UserManager,1.0,default,0.0,0.0,10.0,10.0,"java.io.UnsupportedEncodingException,java.sql.Connection,java.sql.DriverManager,java.sql.PreparedStatement,java.sql.ResultSet,java.sql.SQLException,java.security.MessageDigest,java.security.NoSuchAlgorithmException,java.security.SecureRandom,java.math.BigInteger",0.0,0.0
UTF8EncodeDecode,.UTF8EncodeDecode,1.0,public,0.0,0.0,2.0,2.0,"java.nio.charset.StandardCharsets,java.util.Formatter",0.0,0.0
UTM,.UTM,3.0,public,0.0,0.0,7.0,7.0,"java.util.HashMap,java.util.HashSet,java.util.LinkedList,java.util.ListIterator,java.util.List,java.util.Set,java.util.Map",0.0,0.0
UTM,.UTM.StateTapeSymbolPair,3.0,public,0.0,1.0,7.0,7.0,"java.util.HashMap,java.util.HashSet,java.util.LinkedList,java.util.ListIterator,java.util.List,java.util.Set,java.util.Map",0.0,0.0
UTM,.UTM.Transition,3.0,public,0.0,1.0,7.0,7.0,"java.util.HashMap,java.util.HashSet,java.util.LinkedList,java.util.ListIterator,java.util.List,java.util.Set,java.util.Map",0.0,0.0
ValueCapture,.ValueCapture,1.0,public,0.0,0.0,2.0,2.0,"java.util.function.Supplier,java.util.ArrayList",0.0,0.0
Values,.Values,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VampireNumber,.VampireNumber,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VampireNumbers,.VampireNumbers,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.HashSet",0.0,0.0
VanDerCorput,.VanDerCorput,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VanEckSequence,.VanEckSequence,1.0,public,0.0,0.0,2.0,2.0,"java.util.HashMap,java.util.Map",0.0,0.0
VariableDeclarationReset,.VariableDeclarationReset,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VariableSize,.VariableSize,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VariableSizeSet,.VariableSizeSet,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VectorProds,.VectorProds,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VectorProds,.VectorProds.Vector3D,2.0,public,0.0,1.0,0.0,0.0,,0.0,0.0
VectorsOp,.VectorsOp,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.stream.IntStream",0.0,0.0
VerhoeffAlgorithm,.VerhoeffAlgorithm,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.List",0.0,0.0
VersCheck,.VersCheck,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VisualizeTree,.VisualizeTree,3.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VisualizeTree,.BinarySearchTree,3.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
VisualizeTree,.BinarySearchTree.Node,3.0,private,0.0,1.0,0.0,0.0,,0.0,0.0
VLQCode,.VLQCode,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
VogelsApproximationMethod,.VogelsApproximationMethod,1.0,public,0.0,0.0,3.0,3.0,"java.util.Arrays,java.util.Arrays.stream,java.util.concurrent.*",0.0,0.0
WalkTree,.WalkTree,1.0,public,0.0,0.0,3.0,3.0,"java.io.IOException,java.nio.file.*,java.nio.file.attribute.BasicFileAttributes",0.0,0.0
WarCardGame,.WarCardGame,2.0,public,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.List",0.0,0.0
WarCardGame,.WarGame,2.0,default,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.List",0.0,0.0
WastefulEquidigitalAndFrugalNumbers,.WastefulEquidigitalAndFrugalNumbers,2.0,public,0.0,0.0,8.0,8.0,"java.util.ArrayList,java.util.Arrays,java.util.HashMap,java.util.List,java.util.Map,java.util.function.Function,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
WastefulEquidigitalAndFrugalNumbers,.Count,2.0,private,0.0,0.0,8.0,8.0,"java.util.ArrayList,java.util.Arrays,java.util.HashMap,java.util.List,java.util.Map,java.util.function.Function,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
WaterBetweenTowers,.WaterBetweenTowers,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
WeirdNumbers,.WeirdNumbers,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
WheelController,intersectingNumberWheels.WheelController,2.0,public,0.0,0.0,5.0,5.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map,java.util.stream.IntStream",0.0,0.0
WheelController,intersectingNumberWheels.WheelModel,2.0,default,0.0,0.0,5.0,5.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map,java.util.stream.IntStream",0.0,0.0
WieferichPrimes,.WieferichPrimes,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
WilsonPrimes,.WilsonPrimes,1.0,public,0.0,0.0,2.0,2.0,"java.math.BigInteger,java.util.*",0.0,0.0
WordCount,.WordCount,1.0,public,0.0,0.0,10.0,10.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.nio.file.Paths,java.util.HashMap,java.util.List,java.util.Map,java.util.regex.Matcher,java.util.regex.Pattern,java.util.stream.Collectors",0.0,0.0
WordLadder,.WordLadder,1.0,public,0.0,0.0,11.0,11.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.util.ArrayList,java.util.HashMap,java.util.HashSet,java.util.List,java.util.Map,java.util.PriorityQueue,java.util.Set,java.util.stream.IntStream",0.0,0.0
WordWrap,rosettacode.WordWrap,1.0,public,0.0,0.0,1.0,1.0,java.util.StringTokenizer,0.0,0.0
WriteEntireFile,.WriteEntireFile,1.0,public,0.0,0.0,4.0,4.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.nio.file.StandardOpenOption",0.0,0.0
XmlCreation,.XmlCreation,1.0,public,0.0,0.0,10.0,8.0,"java.io.StringWriter,javax.xml.parsers.DocumentBuilderFactory,javax.xml.transform.Result,javax.xml.transform.Source,javax.xml.transform.Transformer,javax.xml.transform.TransformerFactory,javax.xml.transform.dom.DOMSource,javax.xml.transform.stream.StreamResult",0.0,0.0
XmlCreationStax,.XmlCreationStax,1.0,public,0.0,0.0,3.0,3.0,"java.io.StringWriter,javax.xml.stream.XMLOutputFactory,javax.xml.stream.XMLStreamWriter",0.0,0.0
XMLParser,.XMLParser,1.0,public,0.0,0.0,9.0,5.0,"java.io.StringReader,javax.xml.parsers.DocumentBuilderFactory,javax.xml.xpath.XPath,javax.xml.xpath.XPathConstants,javax.xml.xpath.XPathFactory",0.0,0.0
XorShiftStar,.XorShiftStar,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
YellowstoneSequence,.YellowstoneSequence,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
Yuletide,.Yuletide,1.0,public,0.0,0.0,4.0,4.0,"java.util.Calendar.*,java.util.Calendar,java.util.Date,java.util.GregorianCalendar",0.0,0.0
Zebra,.Zebra,4.0,public,0.0,0.0,5.0,5.0,"java.util.Arrays,java.util.Iterator,java.util.LinkedHashSet,java.util.Objects,java.util.Set",0.0,0.0
Zebra,.Zebra.Solver,4.0,default,0.0,1.0,5.0,5.0,"java.util.Arrays,java.util.Iterator,java.util.LinkedHashSet,java.util.Objects,java.util.Set",0.0,0.0
Zebra,.Zebra.PossibleLines,4.0,default,0.0,1.0,5.0,5.0,"java.util.Arrays,java.util.Iterator,java.util.LinkedHashSet,java.util.Objects,java.util.Set",1.0,0.0
Zebra,.Zebra.PossibleLine,4.0,default,0.0,1.0,5.0,5.0,"java.util.Arrays,java.util.Iterator,java.util.LinkedHashSet,java.util.Objects,java.util.Set",0.0,0.0
Zeckendorf,.Zeckendorf,1.0,public,0.0,0.0,1.0,1.0,java.util.List,0.0,1.0
Zodiac,.Zodiac,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ZumkellerNumbers,.ZumkellerNumbers,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Collections,java.util.List",0.0,0.0
binarytrees_v2,.binarytrees_v2,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
binarytrees_v2,.binarytrees_v2.TreeNode_v2,2.0,private,0.0,1.0,0.0,0.0,,0.0,0.0
binarytrees_v3,.binarytrees_v3,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
binarytrees_v3,.binarytrees_v3.TreeNode_v3,2.0,public,0.0,1.0,0.0,0.0,,0.0,0.0
binarytrees_v4,.binarytrees_v4,2.0,public,0.0,0.0,3.0,3.0,"java.util.concurrent.ExecutorService,java.util.concurrent.Executors,java.util.concurrent.TimeUnit",0.0,0.0
binarytrees_v4,.binarytrees_v4.TreeNode_v4,2.0,private,0.0,1.0,3.0,3.0,"java.util.concurrent.ExecutorService,java.util.concurrent.Executors,java.util.concurrent.TimeUnit",0.0,0.0
binarytrees_v6,.binarytrees_v6,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
binarytrees_v6,.binarytrees_v6.TreeNode_v6,2.0,default,0.0,1.0,0.0,0.0,,0.0,0.0
binarytrees_v7,.binarytrees_v7,2.0,public,0.0,0.0,3.0,3.0,"java.util.concurrent.ExecutorService,java.util.concurrent.Executors,java.util.concurrent.TimeUnit",0.0,0.0
binarytrees_v7,.binarytrees_v7.TreeNode_v7,2.0,private,0.0,1.0,3.0,3.0,"java.util.concurrent.ExecutorService,java.util.concurrent.Executors,java.util.concurrent.TimeUnit",0.0,0.0
fannkuchredux_v1,.fannkuchredux_v1,1.0,public,0.0,0.0,1.0,1.0,java.util.concurrent.atomic.AtomicInteger,0.0,1.0
fannkuchredux_v2,.fannkuchredux_v2,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
fannkuchredux_v3,.fannkuchredux_v3,1.0,public,0.0,0.0,1.0,1.0,java.util.concurrent.atomic.AtomicInteger,0.0,1.0
fannkuchredux_v8,.fannkuchredux_v8,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
fasta_v2,.fasta_v2,2.0,default,0.0,0.0,2.0,2.0,"java.io.IOException,java.io.OutputStream",0.0,0.0
fasta_v2,.fasta_v2.frequency,2.0,public,0.0,1.0,2.0,2.0,"java.io.IOException,java.io.OutputStream",0.0,0.0
fasta_v4,.fasta_v4,2.0,default,0.0,0.0,2.0,2.0,"java.io.IOException,java.io.OutputStream",0.0,0.0
fasta_v4,.fasta_v4.FloatProbFreq,2.0,public,0.0,1.0,2.0,2.0,"java.io.IOException,java.io.OutputStream",0.0,0.0
fasta_v5,.fasta_v5,5.0,public,0.0,0.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",0.0,0.0
fasta_v5,.fasta_v5.NucleotideSelector,5.0,public,0.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v5,.fasta_v5.AbstractBuffer,5.0,public,1.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",0.0,0.0
fasta_v5,.fasta_v5.AluBuffer,5.0,public,0.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v5,.fasta_v5.Buffer,5.0,public,0.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v6,.fasta_v6,7.0,public,0.0,0.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",0.0,0.0
fasta_v6,.fasta_v6.NucleotideSelector,7.0,private,0.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v6,.fasta_v6.AbstractBuffer,7.0,private,1.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",0.0,0.0
fasta_v6,.fasta_v6.AluBuffer,7.0,private,0.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v6,.fasta_v6.StochasticBuffer,7.0,private,1.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v6,.fasta_v6.IubBuffer,7.0,private,0.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v6,.fasta_v6.SapienBuffer,7.0,private,0.0,1.0,5.0,5.0,"java.io.IOException,java.io.OutputStream,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.BlockingQueue,java.util.concurrent.atomic.AtomicInteger",1.0,0.0
fasta_v8,.fasta_v8,1.0,default,0.0,0.0,1.0,1.0,java.io.IOException,0.0,0.0
mandelbrot_v1,.mandelbrot_v1,2.0,default,0.0,0.0,2.0,2.0,"java.io.IOException,java.io.PrintStream",0.0,0.0
mandelbrot_v1,.mandelbrot_v1.Mandelbrot,2.0,public,0.0,1.0,2.0,2.0,"java.io.IOException,java.io.PrintStream",0.0,0.0
mandelbrot_v2,.mandelbrot_v2,1.0,public,0.0,0.0,2.0,2.0,"java.io.*,java.util.concurrent.atomic.*",0.0,0.0
mandelbrot_v3,.mandelbrot_v3,1.0,public,0.0,0.0,3.0,3.0,"java.io.*,java.io.IOException,java.util.concurrent.atomic.AtomicInteger",0.0,0.0
mandelbrot_v4,.mandelbrot_v4,1.0,public,0.0,0.0,3.0,3.0,"java.io.*,java.util.concurrent.atomic.*,java.util.stream.*",0.0,0.0
mandelbrot_v6,.mandelbrot_v6,1.0,public,0.0,0.0,2.0,2.0,"java.io.*,java.util.concurrent.atomic.AtomicInteger",0.0,0.0
mandelbrot_v8,.mandelbrot_v8,1.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v1,.nbody_v1,3.0,public,0.0,0.0,1.0,1.0,java.text.*,0.0,0.0
nbody_v1,.NBodySystem_v1,3.0,default,0.0,0.0,1.0,1.0,java.text.*,0.0,0.0
nbody_v1,.Body_v1,3.0,default,0.0,0.0,1.0,1.0,java.text.*,0.0,0.0
nbody_v2,.nbody_v2,3.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v2,.NBodySystem_v2,3.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v2,.Body_v2,3.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v3,.nbody_v3,3.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v3,.NBodySystem_v3,3.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v3,.Body_v3,3.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v4,.nbody_v4,3.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v4,.NBodySystem_v4,3.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v4,.Body_v4,3.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v5,.nbody_v5,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v5,.nbody_v5.NBodySystem_v5,2.0,default,0.0,1.0,0.0,0.0,,0.0,0.0
nbody_v8,.Body_v8,2.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
nbody_v8,.nbody_v8,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
pidigits_v1,.pidigits_v1,3.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
pidigits_v1,.PiDigitSpigot_v1,3.0,default,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
pidigits_v1,.Transformation_v1,3.0,default,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
spectralnorm_v1,.spectralnorm_v1,1.0,public,0.0,0.0,2.0,2.0,"java.text.DecimalFormat,java.text.NumberFormat",0.0,0.0
spectralnorm_v2,.spectralnorm_v2,2.0,public,0.0,0.0,3.0,3.0,"java.text.DecimalFormat,java.text.NumberFormat,java.util.concurrent.CyclicBarrier",0.0,0.0
spectralnorm_v2,.spectralnorm_v2.Approximate,2.0,private,0.0,1.0,3.0,3.0,"java.text.DecimalFormat,java.text.NumberFormat,java.util.concurrent.CyclicBarrier",1.0,0.0
spectralnorm_v3,.spectralnorm_v3,2.0,public,0.0,0.0,1.0,1.0,java.text.DecimalFormat,0.0,0.0
spectralnorm_v3,.spectralnorm_v3.Times,2.0,private,0.0,1.0,1.0,1.0,java.text.DecimalFormat,1.0,0.0
spectralnorm_v8,.spectralnorm_v8,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
